OBJECTID,Transect,Elevation,UTM_X,UTM_Y,Date,Time
15188,C08T1,612,426436.377,4821216.055,4/24/2019,7:11:00
15189,C08T1,621,426487.5105,4821229.602,4/24/2019,7:12:00
15190,C08T1,644,426509.0191,4821260.578,4/24/2019,7:13:00
15191,C08T1,620.7,426520.3709,4821293.776,4/24/2019,7:14:00
15192,C08T1,640,426519.441,4821290.009,4/24/2019,7:14:00
15193,C08T1,621,426520.4602,4821294.552,4/24/2019,7:14:00
15194,C08T1,623,426559.9735,4821339.105,4/24/2019,7:15:00
15195,C08T1,630,426576.9993,4821351.803,4/24/2019,7:16:00
15196,C08T1,624,426585.3363,4821367.928,4/24/2019,7:17:00
15197,C08T1,618,426584.4108,4821394.152,4/24/2019,7:18:00
15198,C08T1,615,426582.1619,4821410.171,4/24/2019,7:19:00
15199,C08T1,608,426582.0239,4821419.725,4/24/2019,7:20:00
15200,C08T1,606,426610.1289,4821477.731,4/24/2019,7:21:00
15201,C08T1,590,426633.7457,4821479.916,4/24/2019,7:22:00
15202,C08T1,573,426657.7939,4821499.425,4/24/2019,7:23:00
15203,C08T1,573,426695.325,4821540.223,4/24/2019,7:24:00
15204,C08T1,571.73,426705.2239,4821551.445,4/24/2019,7:24:00
15205,C08T1,571,426703.8602,4821552.348,4/24/2019,7:24:00
15206,C08T1,562,426721.8133,4821605.689,4/24/2019,7:25:00
15207,C08T1,570,426724.4901,4821606.66,4/24/2019,7:27:00
15208,C08T1,573,426765.8394,4821604.987,4/24/2019,7:28:00
15209,C08T1,575,426763.7914,4821617.228,4/24/2019,7:29:00
15210,C08T1,569,426761.3454,4821630.028,4/24/2019,7:30:00
15211,C08T1,569,426761.1077,4821652.689,4/24/2019,7:31:00
15212,C08T1,569,426758.9214,4821674.483,4/24/2019,7:32:00
15213,C08T1,549,426723.2281,4821735.407,4/24/2019,7:33:00
15214,C08T1,537.8,426685.2763,4821781.805,4/24/2019,7:34:00
15215,C08T1,533,426689.5009,4821776.539,4/24/2019,7:34:00
15216,C08T1,538,426684.7133,4821782.034,4/24/2019,7:34:00
15217,C08T1,540,426656.795,4821829.767,4/24/2019,7:35:00
15218,C08T1,534,426629.9187,4821876.711,4/24/2019,7:36:00
15219,C08T1,525,426619.9909,4821877.597,4/24/2019,7:37:00
15220,C08T1,572,426633.1532,4821869.567,4/24/2019,7:38:00
15221,C08T1,562,426641.2259,4821876.365,4/24/2019,7:39:00
15222,C08T1,561,426637.1581,4821881.186,4/24/2019,7:40:00
15223,C08T1,558,426606.9813,4821914.393,4/24/2019,7:41:00
15224,C08T1,562,426596.8681,4821987.034,4/24/2019,7:42:00
15225,C08T1,566,426600.6671,4822001.987,4/24/2019,7:43:00
15226,C08T1,567,426598.7306,4822068.763,4/24/2019,7:44:00
15227,C08T1,567.47,426580.8883,4822077.289,4/24/2019,7:44:00
15228,C08T1,568,426579.6056,4822078.191,4/24/2019,7:44:00
15229,C08T1,570,426538.3788,4822098.191,4/24/2019,7:45:00
15230,C08T1,571,426496.3976,4822174.735,4/24/2019,7:46:00
15231,C08T1,556,426489.4904,4822230.125,4/24/2019,7:47:00
15232,C08T1,555,426493.8423,4822251.292,4/24/2019,7:48:00
15233,C08T1,552.62,426487.4449,4822249.919,4/24/2019,7:48:00
15234,C08T1,552,426486.642,4822250.372,4/24/2019,7:48:00
15235,C08T2,503.99,427782.6391,4822918.521,4/24/2019,8:07:00
15236,C08T2,505,427781.4359,4822919.311,4/24/2019,8:07:00
15237,C08T2,504,427781.2744,4822919.313,4/24/2019,8:07:00
15238,C08T2,513,427782.6951,4822901.193,4/24/2019,8:08:00
15239,C08T2,518,427791.7628,4822880.547,4/24/2019,8:09:00
15240,C08T2,523,427805.4671,4822847.855,4/24/2019,8:10:00
15241,C08T2,520,427809.3007,4822813.715,4/24/2019,8:11:00
15242,C08T2,521,427818.7367,4822789.733,4/24/2019,8:12:00
15243,C08T2,521,427829.2514,4822768.405,4/24/2019,8:13:00
15244,C08T2,518,427822.0487,4822774.702,4/24/2019,8:14:00
15245,C08T2,516.65,427820.9784,4822772.825,4/24/2019,8:17:00
15246,C08T2,518,427820.9832,4822773.27,4/24/2019,8:17:00
15247,C08T2,518,427820.9808,4822773.048,4/24/2019,8:17:00
15248,C08T2,522,427830.2251,4822761.286,4/24/2019,8:18:00
15249,C08T2,522,427838.9135,4822750.418,4/24/2019,8:19:00
15250,C08T2,527,427838.5749,4822748.978,4/24/2019,8:20:00
15251,C08T2,527,427839.6154,4822748.078,4/24/2019,8:21:00
15252,C08T2,526,427841.1935,4822737.065,4/24/2019,8:22:00
15253,C08T2,531,427849.0289,4822721.986,4/24/2019,8:23:00
15254,C08T2,533,427845.8554,4822704.804,4/24/2019,8:24:00
15255,C08T2,537,427850.0202,4822686.432,4/24/2019,8:25:00
15256,C08T2,540,427848.6862,4822660.011,4/24/2019,8:26:00
15257,C08T2,535.68,427847.261,4822640.145,4/24/2019,8:27:00
15258,C08T2,535,427845.7371,4822641.161,4/24/2019,8:27:00
15259,C08T2,535,427845.4116,4822640.942,4/24/2019,8:27:00
15260,C08T2,537,427853.6965,4822607.531,4/24/2019,8:28:00
15261,C08T2,530,427850.3256,4822587.019,4/24/2019,8:29:00
15262,C08T2,527,427854.8297,4822555.093,4/24/2019,8:30:00
15263,C08T2,527,427853.2983,4822525.342,4/24/2019,8:31:00
15264,C08T2,537,427858.8592,4822509.065,4/24/2019,8:32:00
15265,C08T2,541,427856.0584,4822488.991,4/24/2019,8:33:00
15266,C08T2,543,427850.2809,4822470.06,4/24/2019,8:34:00
15267,C08T2,555,427850.6967,4822471.166,4/24/2019,8:35:00
15268,C08T2,550.5,427850.6824,4822469.833,4/24/2019,8:37:00
15269,C08T2,551,427850.4496,4822470.725,4/24/2019,8:37:00
15270,C08T2,552,427850.4293,4822468.837,4/24/2019,8:37:00
15271,C08T2,560,427849.9397,4822438.297,4/24/2019,8:38:00
15272,C08T2,565,427845.1294,4822426.686,4/24/2019,8:39:00
15273,C08T2,552,427830.3856,4822407.851,4/24/2019,8:40:00
15274,C08T2,552,427831.4202,4822406.396,4/24/2019,8:41:00
15275,C08T2,555,427827.7614,4822404.214,4/24/2019,8:42:00
15276,C08T2,559,427798.1454,4822392.203,4/24/2019,8:43:00
15277,C08T2,568,427781.3409,4822362.061,4/24/2019,8:44:00
15278,C08T2,561,427772.2087,4822346.72,4/24/2019,8:45:00
15279,C08T2,561,427747.1463,4822307.448,4/24/2019,8:46:00
15280,C08T2,544.15,427748.1668,4822289.665,4/24/2019,8:47:00
15281,C08T2,543,427746.8079,4822291.013,4/24/2019,8:47:00
15282,C08T2,552,427742.0786,4822286.954,4/24/2019,8:47:00
15283,C08T2,555,427727.4417,4822278.114,4/24/2019,8:48:00
15284,C08T2,559,427700.5776,4822251.635,4/24/2019,8:49:00
15285,C08T2,558,427677.4948,4822246.219,4/24/2019,8:50:00
15286,C08T2,551,427664.2681,4822240.807,4/24/2019,8:51:00
15287,C08T2,556,427642.4172,4822222.272,4/24/2019,8:52:00
15288,C08T2,554,427641.2031,4822222.063,4/24/2019,8:53:00
15289,C08T2,551,427625.4872,4822210.569,4/24/2019,8:54:00
15290,C08T2,554,427621.9311,4822202.944,4/24/2019,8:55:00
15291,C08T2,557,427632.4977,4822171.396,4/24/2019,8:56:00
15292,C08T2,552.62,427644.6487,4822166.933,4/24/2019,8:57:00
15293,C08T2,552,427643.2055,4822167.949,4/24/2019,8:57:00
15294,C08T2,553,427643.0403,4822167.617,4/24/2019,8:57:00
15295,C08T2,553,427672.8123,4822133.975,4/24/2019,8:58:00
15296,C08T2,563,427693.0884,4822103.767,4/24/2019,8:59:00
15297,C08T2,568,427701.9989,4822045.913,4/24/2019,9:00:00
15298,C08T2,571,427683.8163,4822015.453,4/24/2019,9:01:00
15299,C08T2,573,427651.5878,4821978.591,4/24/2019,9:02:00
15300,C08T2,577,427630.4002,4821976.708,4/24/2019,9:03:00
15301,C08T2,578,427607.9004,4821965.51,4/24/2019,9:04:00
15302,C08T2,573,427576.2971,4821926.754,4/24/2019,9:05:00
15303,C08T2,570,427556.9953,4821904.969,4/24/2019,9:06:00
15304,C08T2,569.6,427516.7215,4821878.857,4/24/2019,9:07:00
15305,C08T2,570,427516.162,4821879.419,4/24/2019,9:07:00
15306,C08T2,570,427510.1189,4821880.928,4/24/2019,9:07:00
15307,C08T2,565,427474.8459,4821876.533,4/24/2019,9:08:00
15308,C08T2,559,427458.1275,4821854.61,4/24/2019,9:09:00
15309,C08T2,559,427445.7725,4821832.751,4/24/2019,9:10:00
15310,C08T2,566,427403.2234,4821790.558,4/24/2019,9:11:00
15311,C08T2,560,427399.6593,4821767.272,4/24/2019,9:12:00
15312,C08T2,558,427426.3049,4821765.762,4/24/2019,9:13:00
15313,C08T2,553,427474.8902,4821783.342,4/24/2019,9:14:00
15314,C08T2,554,427518.2282,4821831.302,4/24/2019,9:15:00
15315,C08T2,559,427574.4891,4821871.459,4/24/2019,9:16:00
15316,C08T2,561.11,427629.9437,4821941.837,4/24/2019,9:17:00
15317,C08T2,561,427628.498,4821942.63,4/24/2019,9:17:00
15318,C08T2,561,427658.8368,4821946.524,4/24/2019,9:17:00
15319,C08T2,549,427719.8068,4821958.974,4/24/2019,9:18:00
15320,C08T2,554,427711.8888,4822011.485,4/24/2019,9:19:00
15321,C08T2,558,427731.7122,4822066.808,4/24/2019,9:20:00
15322,C08T2,560,427718.9529,4822149.917,4/24/2019,9:21:00
15323,C08T2,541,427715.5519,4822186.718,4/24/2019,9:22:00
15324,C08T2,536,427749.9967,4822219.447,4/24/2019,9:23:00
15325,C08T2,536,427820.7079,4822266.56,4/24/2019,9:24:00
15326,C08T2,531,427874.8298,4822303.632,4/24/2019,9:25:00
15327,C08T2,523,427889.2065,4822378.562,4/24/2019,9:26:00
15328,C08T2,518.76,427936.7269,4822410.374,4/24/2019,9:27:00
15329,C08T2,518,427936.6545,4822411.153,4/24/2019,9:27:00
15330,C08T2,518,427965.6275,4822423.504,4/24/2019,9:27:00
15331,C08T2,513,427930.8082,4822461.087,4/24/2019,9:28:00
15332,C08T2,516,427904.964,4822506.904,4/24/2019,9:29:00
15333,C08T2,521,427895.0412,4822583.429,4/24/2019,9:30:00
15334,C08T2,517,427922.7734,4822660.882,4/24/2019,9:32:00
15335,C08T2,498,427920.5626,4822718.33,4/24/2019,9:33:00
15336,C08T2,489,427895.8131,4822783.24,4/24/2019,9:34:00
15337,C08T2,479,427849.4791,4822846.605,4/24/2019,9:35:00
15338,C08T2,477,427804.4467,4822910.733,4/24/2019,9:36:00
15339,C08T2,492,427781.8863,4822923.638,4/24/2019,9:36:00
1757,C08T3,485.02,428718.283,4821576.213,4/11/2019,10:17:00
1758,C08T3,495.55,428699.314,4821418.026,4/11/2019,10:27:00
1759,C08T3,461.88,428699.195,4821239.312,4/11/2019,10:37:00
1760,C08T3,463.98,428706.5375,4821116.499,4/11/2019,10:47:00
1761,C08T3,442.99,428548.9004,4820972.669,4/11/2019,10:57:00
1762,C08T3,449.29,428503.1828,4820754.011,4/11/2019,11:07:00
1763,C08T3,445.09,428500.2182,4820634.862,4/11/2019,11:13:00
1764,C08T3,443,428503.8014,4820622.273,4/11/2019,11:13:00
1765,C08T3,443,428501.7054,4820622.739,4/11/2019,11:13:00
1766,C08T3,462,428474.1484,4820668.128,4/11/2019,11:14:00
1767,C08T3,459,428487.6685,4820716.078,4/11/2019,11:15:00
1768,C08T3,452,428502.5017,4820758.35,4/11/2019,11:16:00
1769,C08T3,453,428515.5705,4820817.079,4/11/2019,11:17:00
1770,C08T3,459,428527.8663,4820863.931,4/11/2019,11:18:00
1771,C08T3,456,428526.297,4820898.714,4/11/2019,11:19:00
1772,C08T3,446,428523.9374,4820935.17,4/11/2019,11:20:00
1773,C08T3,446,428536.8715,4820973.686,4/11/2019,11:21:00
1774,C08T3,447,428551.9163,4821020.731,4/11/2019,11:22:00
1775,C08T3,450,428570.582,4821035.972,4/11/2019,11:23:00
1776,C08T3,450,428571.1511,4821036.299,4/11/2019,11:23:00
1777,C08T3,447,428595.6391,4821044.369,4/11/2019,11:24:00
1778,C08T3,446,428628.5024,4821080.23,4/11/2019,11:25:00
1779,C08T3,446,428661.5724,4821112.756,4/11/2019,11:26:00
1780,C08T3,448,428671.9602,4821139.858,4/11/2019,11:27:00
1781,C08T3,451,428682.9909,4821151.404,4/11/2019,11:28:00
1782,C08T3,455,428706.4008,4821172.148,4/11/2019,11:29:00
1783,C08T3,459,428707.5369,4821195.461,4/11/2019,11:30:00
1784,C08T3,461,428707.4507,4821202.57,4/11/2019,11:31:00
1785,C08T3,466,428702.8543,4821226.278,4/11/2019,11:32:00
1786,C08T3,467,428700.4589,4821297.5,4/11/2019,11:33:00
1787,C08T3,467,428698.4851,4821301.853,4/11/2019,11:33:00
1788,C08T3,464,428694.2767,4821346.882,4/11/2019,11:34:00
1789,C08T3,464,428687.3146,4821360.84,4/11/2019,11:35:00
1790,C08T3,469,428675.3123,4821379.516,4/11/2019,11:36:00
1791,C08T3,469,428674.2383,4821438.174,4/11/2019,11:37:00
1792,C08T3,470,428690.2854,4821480.877,4/11/2019,11:38:00
1793,C08T3,489,428705.021,4821575.132,4/11/2019,11:39:00
1794,C08T3,486,428718.5583,4821579.32,4/11/2019,11:40:00
15340,C08T3,482.91,428711.4161,4821576.286,4/24/2019,10:05:00
15341,C08T3,484,428709.8906,4821577.191,4/24/2019,10:05:00
15342,C08T3,484,428710.0522,4821577.189,4/24/2019,10:05:00
15343,C08T3,495,428699.522,4821528.984,4/24/2019,10:06:00
15344,C08T3,485,428685.3214,4821469.934,4/24/2019,10:07:00
15345,C08T3,488,428668.2523,4821429.907,4/24/2019,10:08:00
15346,C08T3,490,428697.5995,4821363.063,4/24/2019,10:09:00
15347,C08T3,476,428701.4762,4821294.379,4/24/2019,10:10:00
15348,C08T3,467,428707.5399,4821256.662,4/24/2019,10:11:00
15349,C08T3,465,428707.0117,4821237.341,4/24/2019,10:12:00
15350,C08T3,474,428706.754,4821235.899,4/24/2019,10:13:00
15351,C08T3,466,428715.2745,4821201.266,4/24/2019,10:14:00
15352,C08T3,453.48,428689.5585,4821153.555,4/24/2019,10:15:00
15353,C08T3,453,428688.9311,4821155.339,4/24/2019,10:15:00
15354,C08T3,453,428688.2777,4821154.68,4/24/2019,10:15:00
15355,C08T3,446,428644.376,4821091.279,4/24/2019,10:16:00
15356,C08T3,450,428626.1517,4821071.924,4/24/2019,10:17:00
15357,C08T3,447,428557.418,4821029.003,4/24/2019,10:18:00
15358,C08T3,444,428538.3806,4820971.226,4/24/2019,10:19:00
15359,C08T3,448,428532.413,4820926.75,4/24/2019,10:20:00
15360,C08T3,452,428530.5042,4820861.238,4/24/2019,10:21:00
15361,C08T3,452,428529.5311,4820822.928,4/24/2019,10:22:00
15362,C08T3,433,428520.6845,4820834.463,4/24/2019,10:23:00
15363,C08T3,453,428519.9491,4820833.693,4/24/2019,10:24:00
15364,C08T3,451.38,428516.1387,4820832.512,4/24/2019,10:25:00
15365,C08T3,451,428515.983,4820833.069,4/24/2019,10:25:00
15366,C08T3,451,428515.983,4820833.069,4/24/2019,10:25:00
15367,C08T3,441,428514.2032,4820832.865,4/24/2019,10:26:00
15368,C08T3,453,428520.4884,4820816.027,4/24/2019,10:27:00
15369,C08T3,452,428515.4068,4820832.075,4/24/2019,10:28:00
15370,C08T3,453,428514.1878,4820831.422,4/24/2019,10:29:00
15371,C08T3,457,428503.5153,4820838.422,4/24/2019,10:31:00
15372,C08T3,465,428521.2586,4820812.464,4/24/2019,10:32:00
15373,C08T3,457,428512.0159,4820771.577,4/24/2019,10:32:00
15374,C08T3,460,428501.9659,4820738.362,4/24/2019,10:33:00
15375,C08T3,460,428501.6896,4820727.591,4/24/2019,10:34:00
15376,C08T3,451.38,428488.7958,4820700.516,4/24/2019,10:35:00
15377,C08T3,452,428487.3521,4820701.531,4/24/2019,10:35:00
15378,C08T3,452,428484.7509,4820684.898,4/24/2019,10:35:00
15379,C08T3,452,428490.6556,4820655.068,4/24/2019,10:36:00
15380,C08T3,454,428516.9469,4820597.03,4/24/2019,10:37:00
15381,C08T3,448,428530.8138,4820571.225,4/24/2019,10:38:00
15382,C08T3,447,428539.0183,4820590.465,4/24/2019,10:39:00
15383,C08T3,446,428536.3684,4820630.034,4/24/2019,10:40:00
15384,C08T3,469,428545.8457,4820662.589,4/24/2019,10:41:00
15385,C08T3,458,428533.1477,4820676.719,4/24/2019,10:42:00
15386,C08T3,459,428517.3146,4820684.773,4/24/2019,10:43:00
15387,C08T3,460,428498.9699,4820707.405,4/24/2019,10:44:00
15388,C08T3,455.58,428497.8268,4820729.076,4/24/2019,10:45:00
15389,C08T3,457,428496.2916,4820729.093,4/24/2019,10:45:00
15390,C08T3,456,428497.1535,4820741.746,4/24/2019,10:45:00
15391,C08T3,448,428512.4542,4820812.78,4/24/2019,10:46:00
15392,C08T3,450,428533.7207,4820859.759,4/24/2019,10:47:00
15393,C08T3,447,428533.1584,4820882.868,4/24/2019,10:48:00
15394,C08T3,442,428527.3738,4820931.579,4/24/2019,10:49:00
15395,C08T3,446,428536.7631,4820978.685,4/24/2019,10:50:00
15396,C08T3,443,428575.475,4821032.588,4/24/2019,10:51:00
15397,C08T3,438,428576.6869,4821032.575,4/24/2019,10:52:00
15398,C08T3,443,428586.8444,4821030.357,4/24/2019,10:53:00
15399,C08T3,442,428588.465,4821030.784,4/24/2019,10:54:00
15400,C08T3,442.99,428599.9453,4821038.992,4/24/2019,10:55:00
15401,C08T3,443,428599.4711,4821039.997,4/24/2019,10:55:00
15402,C08T3,443,428608.063,4821050.124,4/24/2019,10:55:00
15403,C08T3,444,428656.5373,4821110.366,4/24/2019,10:56:00
15404,C08T3,448,428714.1527,4821110.754,4/24/2019,10:57:00
15405,C08T3,451,428693.1538,4821111.643,4/24/2019,10:58:00
15406,C08T3,451,428683.672,4821147.065,4/24/2019,10:59:00
15407,C08T3,438,428708.824,4821217.773,4/24/2019,11:00:00
15408,C08T3,470,428701.1144,4821260.284,4/24/2019,11:01:00
15409,C08T3,480,428692.1833,4821332.354,4/24/2019,11:02:00
15410,C08T3,486,428688.2939,4821384.599,4/24/2019,11:03:00
15411,C08T3,490,428685.083,4821394.185,4/24/2019,11:04:00
15412,C08T3,495.55,428685.2339,4821393.184,4/24/2019,11:05:00
15413,C08T3,495,428685.2422,4821393.961,4/24/2019,11:05:00
15414,C08T3,494,428686.5401,4821402.056,4/24/2019,11:05:00
15415,C08T3,477,428679.9154,4821402.126,4/24/2019,11:06:00
15416,C08T3,476,428679.2281,4821481.994,4/24/2019,11:07:00
15417,C08T3,475,428700.8044,4821550.852,4/24/2019,11:08:00
15418,C08T3,468.19,428711.3419,4821569.289,4/24/2019,11:09:00
15419,C08T3,469,428710.5423,4821570.075,4/24/2019,11:09:00
1563,C09T2,297.18,435932.9713,4821670.588,4/10/2019,6:29:00
1564,C09T2,297,435932.1719,4821671.485,4/10/2019,6:29:00
1565,C09T2,297,435932.0104,4821671.486,4/10/2019,6:29:00
1566,C09T2,317,435956.5179,4821640.486,4/10/2019,6:30:00
1567,C09T2,297,435952.746,4821626.194,4/10/2019,6:31:00
1568,C09T2,313,435972.9623,4821602.677,4/10/2019,6:32:00
1569,C09T2,301,435990.7954,4821583.403,4/10/2019,6:33:00
1570,C09T2,323,436014.9468,4821565.846,4/10/2019,6:34:00
1571,C09T2,349,436020.7826,4821584.783,4/10/2019,6:35:00
1572,C09T2,347,436026.8915,4821606.939,4/10/2019,6:36:00
1573,C09T2,333,436027.759,4821604.709,4/10/2019,6:37:00
1574,C09T2,342,436041.2596,4821605.58,4/10/2019,6:38:00
1575,C09T2,342,436046.7769,4821616.524,4/10/2019,6:39:00
1576,C09T2,342,436046.9384,4821616.522,4/10/2019,6:39:00
1577,C09T2,351,436047.118,4821618.409,4/10/2019,6:40:00
1578,C09T2,352,436048.3319,4821618.619,4/10/2019,6:41:00
1579,C09T2,347,436054.3285,4821629.003,4/10/2019,6:42:00
1580,C09T2,352,436069.7584,4821628.856,4/10/2019,6:43:00
1581,C09T2,340,436082.128,4821629.738,4/10/2019,6:44:00
1582,C09T2,349,436085.0997,4821636.374,4/10/2019,6:45:00
1583,C09T2,346,436102.3184,4821620.438,4/10/2019,6:46:00
1584,C09T2,340,436114.4784,4821607.772,4/10/2019,6:47:00
1585,C09T2,349,436117.9395,4821572.419,4/10/2019,6:48:00
1586,C09T2,357,436120.5594,4821559.065,4/10/2019,6:49:00
1587,C09T2,357.36,436120.8488,4821555.508,4/10/2019,6:49:00
1588,C09T2,357,436120.938,4821556.396,4/10/2019,6:49:00
1589,C09T2,354,436131.2559,4821545.413,4/10/2019,6:50:00
1590,C09T2,368,436140.8732,4821537.214,4/10/2019,6:51:00
1591,C09T2,362,436143.6157,4821519.75,4/10/2019,6:52:00
1592,C09T2,372,436141.9604,4821507.104,4/10/2019,6:53:00
1593,C09T2,377,436145.6698,4821497.85,4/10/2019,6:54:00
1594,C09T2,378,436135.5499,4821487.172,4/10/2019,6:55:00
1595,C09T2,375,436134.1027,4821462.417,4/10/2019,6:56:00
1596,C09T2,382,436122.0892,4821456.534,4/10/2019,6:57:00
1597,C09T2,379,436120.6371,4821456.77,4/10/2019,6:58:00
1598,C09T2,383,436099.8749,4821456.967,4/10/2019,6:59:00
1599,C09T2,383,436100.198,4821456.964,4/10/2019,6:59:00
1600,C09T2,389,436118.0361,4821455.128,4/10/2019,7:00:00
1601,C09T2,392,436113.728,4821452.393,4/10/2019,7:00:00
1602,C09T2,385,436114.2233,4821453.499,4/10/2019,7:01:00
1603,C09T2,376,436112.9988,4821452.177,4/10/2019,7:02:00
1604,C09T2,378,436113.8526,4821448.504,4/10/2019,7:03:00
1605,C09T2,378,436112.6292,4821413.307,4/10/2019,7:04:00
1606,C09T2,366,436113.8832,4821383.75,4/10/2019,7:05:00
1607,C09T2,375,436123.95,4821380.322,4/10/2019,7:06:00
1608,C09T2,380,436135.6142,4821349.445,4/10/2019,7:07:00
1609,C09T2,385,436137.7317,4821317.215,4/10/2019,7:08:00
1610,C09T2,376,436150.346,4821292.771,4/10/2019,7:09:00
1611,C09T2,376,436150.5055,4821292.547,4/10/2019,7:09:00
1612,C09T2,379,436171.3556,4821259.028,4/10/2019,7:10:00
1613,C09T2,369,436189.7752,4821250.301,4/10/2019,7:11:00
1614,C09T2,365,436206.4391,4821235.37,4/10/2019,7:12:00
1615,C09T2,361,436216.5209,4821233.498,4/10/2019,7:13:00
1616,C09T2,357,436218.3253,4821227.816,4/10/2019,7:14:00
1617,C09T2,352,436219.1571,4821221.81,4/10/2019,7:15:00
1618,C09T2,353,436221.0106,4821212.796,4/10/2019,7:16:00
1619,C09T2,348,436251.4288,4821165.747,4/10/2019,7:17:00
1620,C09T2,347,436283.5793,4821139.452,4/10/2019,7:18:00
1621,C09T2,351,436325.5213,4821106.178,4/10/2019,7:19:00
1622,C09T2,351,436327.9345,4821105.044,4/10/2019,7:19:00
1623,C09T2,352,436351.2694,4821060.729,4/10/2019,7:20:00
1624,C09T2,347,436381.7522,4821020.344,4/10/2019,7:21:00
1625,C09T2,347,436414.8158,4820996.484,4/10/2019,7:22:00
1626,C09T2,351,436463.8431,4820986.024,4/10/2019,7:23:00
1627,C09T2,349,436498.8682,4820973.031,4/10/2019,7:24:00
1628,C09T2,344,436534.3509,4820948.594,4/10/2019,7:25:00
1629,C09T2,350,436569.7941,4820919.937,4/10/2019,7:26:00
1630,C09T2,351,436584.0893,4820910.694,4/10/2019,7:27:00
1631,C09T2,353,436573.7279,4820908.682,4/10/2019,7:28:00
1632,C09T2,349,436573.3239,4820908.686,4/10/2019,7:29:00
1633,C09T2,349,436572.2662,4820907.918,4/10/2019,7:29:00
1634,C09T2,343,436551.8065,4820923.217,4/10/2019,7:30:00
1635,C09T2,338,436536.1904,4820903.816,4/10/2019,7:31:00
1636,C09T2,333,436534.9764,4820903.605,4/10/2019,7:32:00
1637,C09T2,329,436513.245,4820929.69,4/10/2019,7:33:00
1638,C09T2,330,436465.1043,4820991.233,4/10/2019,7:34:00
1639,C09T2,384,436482.3935,4820914.098,4/10/2019,7:35:00
1640,C09T2,380,436458.9553,4820947.641,4/10/2019,7:36:00
1641,C09T2,364,436450.3556,4820952.498,4/10/2019,7:37:00
1642,C09T2,362,436439.2768,4820977.149,4/10/2019,7:38:00
1643,C09T2,352,436396.6827,4821001.432,4/10/2019,7:39:00
1644,C09T2,352,436395.4708,4821001.443,4/10/2019,7:39:00
1645,C09T2,355,436361.2365,4821029.646,4/10/2019,7:40:00
1646,C09T2,342.8,436046.7695,4821615.746,4/10/2019,6:39:00
1647,C09T2,382.35,436100.7625,4821456.848,4/10/2019,6:59:00
1414,C09T3,164,436757.8808,4822308.53,4/10/2019,3:44:00
1415,C09T3,165,436758.2018,4822308.304,4/10/2019,3:44:00
1416,C09T3,163,436757.6429,4822300.424,4/10/2019,3:45:00
1417,C09T3,163,436758.4109,4822296.196,4/10/2019,3:46:00
1418,C09T3,177,436759.5441,4822287.855,4/10/2019,3:47:00
1419,C09T3,166,436749.281,4822261.739,4/10/2019,3:48:00
1420,C09T3,158,436733.9509,4822272.324,4/10/2019,3:49:00
1421,C09T3,168,436722.8665,4822236.22,4/10/2019,3:50:00
1422,C09T3,180,436722.9443,4822227.334,4/10/2019,3:50:00
1423,C09T3,188,436722.6216,4822210.232,4/10/2019,3:51:00
1424,C09T3,179,436716.3296,4822202.628,4/10/2019,3:52:00
1425,C09T3,193,436709.9368,4822192.914,4/10/2019,3:53:00
1426,C09T3,193,436709.9399,4822193.247,4/10/2019,3:54:00
1427,C09T3,198,436698.314,4822202.575,4/10/2019,3:54:00
1428,C09T3,210,436698.9487,4822201.347,4/10/2019,3:55:00
1429,C09T3,219,436698.4484,4822199.686,4/10/2019,3:57:00
1430,C09T3,208,436709.4145,4822188.92,4/10/2019,3:58:00
1431,C09T3,206,436711.5971,4822163.354,4/10/2019,3:59:00
1432,C09T3,214,436699.6158,4822160.69,4/10/2019,4:00:00
1433,C09T3,225,436679.991,4822152.767,4/10/2019,4:01:00
1434,C09T3,231,436680.3005,4822151.32,4/10/2019,4:02:00
1435,C09T3,240,436673.7052,4822137.276,4/10/2019,4:03:00
1436,C09T3,248,436676.0637,4822130.368,4/10/2019,4:04:00
1437,C09T3,249,436676.048,4822128.702,4/10/2019,4:04:00
