OBJECTID,Transect,Elevation,UTM_X,UTM_Y,Date,Time
15953,C33T1,123,413204.9807,4769817.638,4/29/2019,9:29:00
15954,C33T1,121,413246.3725,4769813.557,4/29/2019,9:30:00
15955,C33T1,105,413317.1413,4769827.431,4/29/2019,9:31:00
15956,C33T1,98,413335.8175,4769906.83,4/29/2019,9:32:00
15957,C33T1,87,413358.9461,4769971.401,4/29/2019,9:33:00
15958,C33T1,77,413392.87,4770026.949,4/29/2019,9:33:00
15959,C33T1,67,413444.8246,4770008.409,4/29/2019,9:34:00
15960,C33T1,59,413440.5617,4769999.688,4/29/2019,9:35:00
15961,C33T1,71,413462.5662,4769943.542,4/29/2019,9:35:00
15962,C33T1,54,413524.5391,4769983.075,4/29/2019,9:36:00
15963,C33T1,52,413539.2221,4769998.105,4/29/2019,9:37:00
15886,C33T2,187.95,413801.534,4769228.748,4/29/2019,6:12:00
15887,C33T2,198.21,413757.7408,4769346.034,4/29/2019,6:22:00
15888,C33T2,171.54,413915.8318,4769420.343,4/29/2019,6:32:00
15889,C33T2,93.85,413926.185,4769544.054,4/29/2019,6:42:00
15890,C33T2,118.34,413824.8398,4769688.278,4/29/2019,6:52:00
15891,C33T2,97.93,413671.5759,4769866.591,4/29/2019,7:02:00
15893,C33T2,124.47,413708.5859,4769754.166,4/29/2019,7:22:00
15894,C33T2,95.89,413751.7459,4769709.526,4/29/2019,7:23:00
15895,C33T2,94,413754.6671,4769689.386,4/29/2019,7:24:00
15896,C33T2,111,413765.4105,4769682.586,4/29/2019,7:24:00
15897,C33T2,114,413803.5293,4769644.897,4/29/2019,7:25:00
15898,C33T2,120,413851.2464,4769619.304,4/29/2019,7:26:00
15899,C33T2,134,413858.1664,4769561.128,4/29/2019,7:27:00
15900,C33T2,136,413850.2002,4769523.465,4/29/2019,7:28:00
15901,C33T2,142,413847.1905,4769478.52,4/29/2019,7:29:00
15902,C33T2,156,413821.4048,4769428.976,4/29/2019,7:30:00
15903,C33T2,175,413796.8234,4769365.199,4/29/2019,7:31:00
15904,C33T2,175,413780.7801,4769313.422,4/29/2019,7:32:00
15905,C33T2,174,413796.2512,4769261.802,4/29/2019,7:33:00
15906,C33T2,179,413809.6404,4769232.31,4/29/2019,7:34:00
15907,C33T2,179,413809.7976,4769231.864,4/29/2019,7:34:00
15908,C33T2,180,413807.1685,4769230.009,4/29/2019,7:37:00
15909,C33T2,179,413782.2708,4769315.402,4/29/2019,7:38:00
15910,C33T2,169,413841.6945,4769623.756,4/29/2019,7:39:00
15911,C33T2,108,413762.317,4769676.183,4/29/2019,7:40:00
15912,C33T2,97,413741.8691,4769662.447,4/29/2019,7:44:00
15913,C33T2,109,413751.2845,4769672.99,4/29/2019,7:54:00
15914,C33T2,109,413753.8994,4769673.735,4/29/2019,8:16:00
15915,C33T2,117,413683.3476,4769747.932,4/29/2019,8:17:00
15916,C33T2,115,413656.6847,4769751.379,4/29/2019,8:17:00
15917,C33T2,70,413642.3736,4769958.925,4/29/2019,8:18:00
16009,C33T2,93,414013.69,4769716.552,4/29/2019,11:36:00
16010,C33T2,83,413976.2217,4769657.269,4/29/2019,11:37:00
16011,C33T2,78,413956.0023,4769590.55,4/29/2019,11:38:00
16012,C33T2,87,413903.7328,4769655.517,4/29/2019,11:39:00
16013,C33T2,90,413849.4368,4769688.856,4/29/2019,11:40:00
16014,C33T2,89,413780.3036,4769733.601,4/29/2019,11:41:00
16015,C33T2,89,413728.9241,4769772.124,4/29/2019,11:42:00
16016,C33T2,92,413655.4721,4769784.27,4/29/2019,11:43:00
16017,C33T2,91,413632.6481,4769775.785,4/29/2019,11:43:00
16018,C33T2,94,413660.9475,4769760.099,4/29/2019,11:44:00
16019,C33T2,103,413726.7277,4769727.169,4/29/2019,11:45:00
16020,C33T2,103,413736.5053,4769727.712,4/29/2019,11:45:00
16021,C33T2,112,413758.1312,4769692.896,4/29/2019,11:46:00
16022,C33T2,111,413790.4277,4769651.948,4/29/2019,11:47:00
16023,C33T2,123,413833.4887,4769631.635,4/29/2019,11:48:00
16024,C33T2,129,413857.5633,4769597.233,4/29/2019,11:49:00
16025,C33T2,148,413863.9158,4769558.612,4/29/2019,11:50:00
16026,C33T2,155,413858.828,4769490.924,4/29/2019,11:51:00
16027,C33T2,146,413841.3638,4769423.282,4/29/2019,11:51:00
16028,C33T2,157,413817.0138,4769377.828,4/29/2019,11:52:00
16029,C33T2,165,413803.9222,4769347.006,4/29/2019,11:53:00
16030,C33T2,179,413793.092,4769308.268,4/29/2019,11:54:00
16031,C33T2,184,413790.7339,4769302.078,4/29/2019,11:55:00
16032,C33T2,187,413792.1833,4769262.075,4/29/2019,11:55:00
16033,C33T2,186,413787.8061,4769205.596,4/29/2019,11:56:00
16034,C33T2,181,413775.0469,4769162.441,4/29/2019,11:57:00
16035,C33T2,208,413772.0299,4769104.057,4/29/2019,11:58:00
16036,C33T2,211,413784.2433,4769052.367,4/29/2019,11:59:00
16037,C33T2,213,413796.6155,4769006.783,4/30/2019,
16038,C33T2,219,413807.4533,4768975.103,4/30/2019,12:01:00
16039,C33T2,220,413868.6386,4768951.673,4/30/2019,12:02:00
16040,C33T2,222,413907.4414,4768922.639,4/30/2019,12:03:00
16041,C33T2,252,413945.6387,4768877.842,4/30/2019,12:04:00
16042,C33T2,254,413965.3876,4768868.263,4/30/2019,12:05:00
16043,C33T2,254,414002.6764,4768841.804,4/30/2019,12:05:00
15967,C33T3,295.11,414416.5102,4768795.622,4/29/2019,10:09:00
15968,C33T3,259.98,414396.6225,4769028.115,4/29/2019,10:19:00
15969,C33T3,270.3,414440.2248,4769161.073,4/29/2019,10:29:00
15970,C33T3,274.43,414429.1769,4769254.176,4/29/2019,10:39:00
15971,C33T3,229.06,414331.6602,4769425.666,4/29/2019,10:49:00
15972,C33T3,167.44,414368.9097,4769604.019,4/29/2019,10:59:00
15973,C33T3,144.91,414347.6815,4769716.242,4/29/2019,11:04:00
15974,C33T3,142.87,414347.8472,4769729.458,4/29/2019,11:04:00
15975,C33T3,143,414347.1243,4769730.244,4/29/2019,11:04:00
15976,C33T3,111,414335.0271,4769739.503,4/29/2019,11:05:00
15977,C33T3,109,414316.3672,4769757.842,4/29/2019,11:06:00
15978,C33T3,105,414299.6278,4769773.49,4/29/2019,11:07:00
15979,C33T3,105,414288.482,4769787.181,4/29/2019,11:08:00
15980,C33T3,104,414286.4881,4769796.98,4/29/2019,11:09:00
15981,C33T3,102,414291.747,4769800.801,4/29/2019,11:10:00
15982,C33T3,101,414300.8218,4769810.239,4/29/2019,11:11:00
15983,C33T3,100,414321.0008,4769815.65,4/29/2019,11:12:00
15984,C33T3,123,414315.8567,4769814.493,4/29/2019,11:14:00
15985,C33T3,136,414317.0361,4769811.146,4/29/2019,11:18:00
15986,C33T3,102,414310.8231,4769802.672,4/29/2019,11:19:00
15987,C33T3,105,414309.938,4769797.019,4/29/2019,11:20:00
15988,C33T3,127,414304.9611,4769809.187,4/29/2019,11:21:00
15989,C33T3,153,414304.5619,4769816.301,4/29/2019,11:22:00
15990,C33T3,151,414278.972,4769827.396,4/29/2019,11:23:00
15991,C33T3,122,414251.5126,4769838.736,4/29/2019,11:24:00
15992,C33T3,123,414246.3374,4769841.578,4/29/2019,11:25:00
15993,C33T3,125,414209.3702,4769834.934,4/29/2019,11:26:00
15994,C33T3,125,414209.0473,4769835.16,4/29/2019,11:26:00
15995,C33T3,126,414175.8583,4769850.571,4/29/2019,11:27:00
15996,C33T3,83,414170.8082,4769850.413,4/29/2019,11:28:00
15997,C33T3,82,414137.8578,4769826.503,4/29/2019,11:29:00
15998,C33T3,83,414156.1719,4769826.051,4/29/2019,11:30:00
15999,C33T3,79,414139.3487,4769822.041,4/29/2019,11:31:00
16000,C33T3,75,414140.2079,4769819.143,4/29/2019,11:32:00
16001,C33T3,72,414134.5678,4769804.442,4/29/2019,11:33:00
16002,C33T3,74,414132.837,4769763.923,4/29/2019,11:34:00
16003,C33T3,68,414092.0228,4769742.778,4/29/2019,11:34:00
16005,C33T3,124.47,414209.3688,4769834.823,4/29/2019,11:26:00
16006,C33T3,69.4,414092.91,4769742.101,4/29/2019,11:34:00
16007,C33T3,109,414088.2724,4769742.381,4/29/2019,11:35:00
16008,C33T3,109,414088.438,4769742.601,4/29/2019,11:35:00
16044,C33T3,252,414059.5081,4768834.646,4/30/2019,12:06:00
16045,C33T3,283,414114.5417,4768846.394,4/30/2019,12:07:00
16046,C33T3,285,414188.5776,4768866.9,4/30/2019,12:08:00
16047,C33T3,266,414233.1884,4768885.221,4/30/2019,12:09:00
16048,C33T3,267,414236.4535,4768885.846,4/30/2019,12:09:00
3768,C34T1,144.91,420546.5843,4769729.604,4/27/2019,4:38:00
3769,C34T1,85.69,420638.6316,4769383.007,4/27/2019,4:43:00
3770,C34T1,85.69,420638.6316,4769383.007,4/27/2019,4:43:00
3771,C34T1,86,420637.6598,4769383.463,4/27/2019,4:43:00
3772,C34T1,92,420655.5589,4769389.252,4/27/2019,4:44:00
3773,C34T1,99,420674.4633,4769390.477,4/27/2019,4:45:00
3774,C34T1,106,420671.7329,4769386.732,4/27/2019,4:46:00
3775,C34T1,103,420694.4492,4769400.685,4/27/2019,4:47:00
3776,C34T1,115,420707.207,4769426.526,4/27/2019,4:48:00
3777,C34T1,129,420719.5958,4769427.604,4/27/2019,4:49:00
3778,C34T1,140,420719.2895,4769429.273,4/27/2019,4:52:00
3779,C34T1,126,420719.61,4769428.825,4/27/2019,4:53:00
3780,C34T1,127,420720.1178,4769430.486,4/27/2019,4:54:00
3781,C34T1,129,420742.153,4769441.892,4/27/2019,4:55:00
3782,C34T1,131,420750.0239,4769446.576,4/27/2019,4:56:00
3783,C34T1,132,420753.9662,4769456.526,4/27/2019,4:57:00
3784,C34T1,132,420783.7956,4769480.059,4/27/2019,4:58:00
3785,C34T1,135,420801.3253,4769503.18,4/27/2019,4:59:00
3786,C34T1,139,420814.3109,4769506.583,4/27/2019,5:00:00
3787,C34T1,145,420832.0962,4769530.701,4/27/2019,5:01:00
3788,C34T1,143,420836.0281,4769567.862,4/27/2019,5:02:00
3789,C34T1,126,420829.6009,4769589.372,4/27/2019,5:03:00
3790,C34T1,123,420817.7588,4769593.286,4/27/2019,5:03:00
3791,C34T1,125,420808.4603,4769584.842,4/27/2019,5:04:00
3792,C34T1,134,420807.4046,4769585.076,4/27/2019,5:05:00
3793,C34T1,134,420785.4223,4769592.217,4/27/2019,5:06:00
3794,C34T1,134,420785.1301,4769595.108,4/27/2019,5:07:00
3795,C34T1,135,420789.8578,4769609.603,4/27/2019,5:08:00
3796,C34T1,138,420777.5374,4769621.408,4/27/2019,5:09:00
3797,C34T1,143,420773.1248,4769648.115,4/27/2019,5:10:00
3798,C34T1,158,420765.6059,4769673.747,4/27/2019,5:11:00
3799,C34T1,153,420755.0027,4769693.196,4/27/2019,5:12:00
3800,C34T1,145,420760.9812,4769710.23,4/27/2019,5:13:00
3801,C34T1,142,420761.3094,4769710.449,4/27/2019,5:13:00
3802,C34T1,143,420763.4265,4769696.43,4/27/2019,5:13:00
3803,C34T1,147,420732.8967,4769703.67,4/27/2019,5:14:00
3804,C34T1,140,420687.3932,4769697.535,4/27/2019,5:15:00
3805,C34T1,138,420691.7512,4769722.252,4/27/2019,5:16:00
3806,C34T1,135,420666.9356,4769737.756,4/27/2019,5:17:00
3807,C34T1,123,420658.6545,4769774.837,4/27/2019,5:19:00
3808,C34T1,110,420644.0749,4769767.343,4/27/2019,5:20:00
3809,C34T1,98,420634.7038,4769773.672,4/27/2019,5:21:00
3810,C34T1,96,420635.2749,4769780.773,4/27/2019,5:22:00
3811,C34T1,95,420642.2807,4769809.125,4/27/2019,5:23:00
3812,C34T1,90,420640.2802,4769819.144,4/27/2019,5:23:00
3813,C34T1,89,420641.1318,4769815.358,4/27/2019,5:24:00
3814,C34T1,65,420639.9327,4769817.26,4/27/2019,5:25:00
3815,C34T1,136,420631.421,4769820.468,4/27/2019,5:25:00
3816,C34T1,121,420640.4121,4769816.477,4/27/2019,5:26:00
3817,C34T1,112,420644.9683,4769816.202,4/27/2019,5:27:00
3818,C34T1,107,420631.9517,4769852.116,4/27/2019,5:28:00
3819,C34T1,89,420630.8495,4769848.353,4/27/2019,5:29:00
3820,C34T1,88,420592.8211,4769812.809,4/27/2019,5:30:00
3821,C34T1,82,420580.2649,4769825.284,4/27/2019,5:31:00
3822,C34T1,78,420562.6253,4769827.71,4/27/2019,5:32:00
3823,C34T1,79,420541.5473,4769835.508,4/27/2019,5:33:00
3824,C34T1,80,420543.952,4769846.253,4/27/2019,5:33:00
3825,C34T1,120,420562.912,4769894.346,4/27/2019,5:34:00
3826,C34T1,120,420539.4385,4769920.165,4/27/2019,5:35:00
3827,C34T1,123,420554.1045,4769949.093,4/27/2019,5:36:00
3828,C34T1,129,420542.5385,4769976.661,4/27/2019,5:37:00
3829,C34T1,123,420571.0227,4769947.675,4/27/2019,5:39:00
3830,C34T1,136,420587.8516,4769980.577,4/27/2019,5:40:00
3831,C34T1,138,420592.9089,4770009.395,4/27/2019,5:41:00
3832,C34T1,137,420591.5055,4770028.737,4/27/2019,5:42:00
3833,C34T1,147,420570.994,4770050.189,4/27/2019,5:43:00
3834,C34T1,149,420567.9187,4770058.777,4/27/2019,5:43:00
3835,C34T1,151,420559.91,4770077.196,4/27/2019,5:43:00
3836,C34T1,145,420565.2917,4770098.902,4/27/2019,5:44:00
3837,C34T1,148,420564.8627,4770111.013,4/27/2019,5:45:00
3838,C34T1,143,420552.833,4770140.697,4/27/2019,5:46:00
3839,C34T1,141,420574.6659,4770141.887,4/27/2019,5:47:00
3840,C34T1,152,420588.8417,4770156.716,4/27/2019,5:48:00
3841,C34T1,170,420614.8068,4770156.192,4/27/2019,5:49:00
3842,C34T1,173,420619.4753,4770151.584,4/27/2019,5:50:00
3843,C34T1,178,420620.332,4770148.242,4/27/2019,5:52:00
3844,C34T1,168,420619.9002,4770167.128,4/27/2019,5:53:00
3845,C34T1,164,420620.0759,4770168.237,4/27/2019,5:53:00
3846,C34T1,155,420619.5397,4770171.131,4/27/2019,5:54:00
3847,C34T1,178,420623.208,4770171.532,4/27/2019,5:59:00
3848,C34T1,182,420615.5535,4770171.399,4/27/2019,6:00:00
3849,C34T1,186,420622.0578,4770191.649,4/27/2019,6:01:00
3850,C34T1,189,420622.4645,4770226.63,4/27/2019,6:02:00
3851,C34T1,193,420621.3492,4770249.744,4/27/2019,6:03:00
3852,C34T1,194,420620.4796,4770251.976,4/27/2019,6:03:00
3853,C34T1,174,420619.9109,4770273.085,4/27/2019,6:04:00
3854,C34T1,177,420609.4139,4770273.54,4/27/2019,6:05:00
3855,C34T1,190,420641.0516,4770319.82,4/27/2019,6:06:00
3856,C34T1,198,420693.1207,4770351.869,4/27/2019,6:07:00
3857,C34T1,204,420731.5836,4770340.982,4/27/2019,6:08:00
3858,C34T1,195,420775.696,4770360.906,4/27/2019,6:09:00
3859,C34T1,182,420811.3439,4770409.139,4/27/2019,6:10:00
3860,C34T1,150,420761.4875,4770476.468,4/27/2019,6:11:00
3861,C34T1,169,420809.5468,4770478.798,4/27/2019,6:12:00
3862,C34T1,169,420879.0915,4770452.447,4/27/2019,6:13:00
3863,C34T1,162,420896.6588,4770443.913,4/27/2019,6:13:00
3864,C34T1,143,420925.1756,4770375.611,4/27/2019,6:14:00
3865,C34T1,137,420901.9371,4770309.24,4/27/2019,6:15:00
3866,C34T1,126,420891.1064,4770238.728,4/27/2019,6:16:00
3867,C34T1,117,420885.723,4770167.597,4/27/2019,6:17:00
3868,C34T1,100,420893.8212,4770079.539,4/27/2019,6:18:00
3869,C34T1,96,420846.3643,4770010.006,4/27/2019,6:19:00
3870,C34T1,99,420777.0964,4769969.382,4/27/2019,6:20:00
3871,C34T1,101,420719.5945,4769911.407,4/27/2019,6:21:00
3872,C34T1,96,420638.8064,4769874.472,4/27/2019,6:22:00
3873,C34T1,90,420582.7627,4769816.036,4/27/2019,6:23:00
3874,C34T1,89,420563.4692,4769795.269,4/27/2019,6:23:00
3875,C34T1,88,420548.8236,4769740.129,4/27/2019,6:24:00
3876,C34T1,88,420549.2307,4769740.124,4/27/2019,6:24:00
3877,C34T1,126.51,420721.2344,4769428.473,4/27/2019,4:53:00
3878,C34T1,122.42,420819.2216,4769593.047,4/27/2019,5:03:00
3879,C34T1,142.87,420761.1324,4769709.229,4/27/2019,5:13:00
3880,C34T1,89.77,420641.8929,4769817.792,4/27/2019,5:23:00
3881,C34T1,79.58,420542.5125,4769834.497,4/27/2019,5:33:00
3882,C34T1,149.01,420569.539,4770058.092,4/27/2019,5:43:00
3883,C34T1,163.34,420621.5438,4770168.442,4/27/2019,5:53:00
3884,C34T1,194.11,420620.7083,4770250.64,4/27/2019,6:03:00
3885,C34T1,161.29,420897.217,4770442.907,4/27/2019,6:13:00
3886,C34T1,87.73,420564.6865,4769794.922,4/27/2019,6:23:00
3887,C34T1,87.73,420550.0319,4769739.004,4/27/2019,6:24:00
15795,C34T2,233.18,422146.3556,4771375.715,4/27/2019,9:10:00
15796,C34T2,234,422146.278,4771376.049,4/27/2019,9:10:00
15797,C34T2,233,422146.278,4771376.049,4/27/2019,9:10:00
15798,C34T2,233,422138.1822,4771379.918,4/27/2019,9:11:00
15799,C34T2,238,422137.069,4771360.827,4/27/2019,9:12:00
15800,C34T2,233,422143.7546,4771354.642,4/27/2019,9:13:00
15801,C34T2,241.42,422144.3079,4771353.192,4/27/2019,9:20:00
15802,C34T2,241,422143.5855,4771354.089,4/27/2019,9:20:00
15803,C34T2,239,422142.9293,4771353.652,4/27/2019,9:22:00
15804,C34T2,256,422147.4896,4771353.822,4/27/2019,9:26:00
15805,C34T2,243,422153.6287,4771342.535,4/27/2019,9:27:00
15806,C34T2,251,422143.7163,4771329.875,4/27/2019,9:28:00
15807,C34T2,256,422127.0115,4771321.181,4/27/2019,9:29:00
15808,C34T2,266,422121.376,4771305.251,4/27/2019,9:30:00
15809,C34T2,273,422111.6035,4771290.591,4/27/2019,9:31:00
15810,C34T2,274,422106.2407,4771291.43,4/27/2019,9:31:00
15811,C34T2,277,422092.6458,4771298.471,4/27/2019,9:32:00
15812,C34T2,275,422067.0761,4771318.977,4/27/2019,9:33:00
15813,C34T2,268.23,422044.6183,4771341.113,4/27/2019,9:34:00
15814,C34T2,269,422043.4089,4771342.127,4/27/2019,9:34:00
15815,C34T2,268,422020.6693,4771353.826,4/27/2019,9:34:00
15816,C34T2,272,421981.8211,4771366.265,4/27/2019,9:35:00
15817,C34T2,277,421944.0808,4771375.915,4/27/2019,9:36:00
15818,C34T2,278,421900.5364,4771390.519,4/27/2019,9:37:00
15819,C34T2,280,421868.5799,4771421.872,4/27/2019,9:38:00
15820,C34T2,280,421801.1665,4771434.75,4/27/2019,9:39:00
15821,C34T2,281,421811.4354,4771435.854,4/27/2019,9:40:00
15822,C34T2,274,421876.2431,4771415.787,4/27/2019,9:41:00
15823,C34T2,276,421901.6378,4771380.066,4/27/2019,9:42:00
15824,C34T2,265,421894.2926,4771364.157,4/27/2019,9:43:00
15825,C34T2,251.72,421891.1478,4771352.531,4/27/2019,9:44:00
15826,C34T2,252,421890.1838,4771353.652,4/27/2019,9:44:00
15827,C34T2,255,421897.0205,4771353.574,4/27/2019,9:44:00
15828,C34T2,247,421908.0844,4771345.895,4/27/2019,9:45:00
15829,C34T2,250,421903.3741,4771332.621,4/27/2019,9:46:00
15830,C34T2,252,421902.4623,4771331.188,4/27/2019,9:49:00
15831,C34T2,245,421900.2065,4771311.888,4/27/2019,9:50:00
15832,C34T2,237,421912.4087,4771296.977,4/27/2019,9:51:00
15833,C34T2,230,421901.6769,4771276.774,4/27/2019,9:52:00
15834,C34T2,222,421891.4918,4771268.783,4/27/2019,9:53:00
15835,C34T2,220.83,421891.6573,4771254.787,4/27/2019,9:54:00
15836,C34T2,220,421890.2787,4771255.247,4/27/2019,9:54:00
15837,C34T2,220,421899.9667,4771248.25,4/27/2019,9:54:00
15838,C34T2,214,421904.0516,4771235.32,4/27/2019,9:55:00
15839,C34T2,208,421886.357,4771218.418,4/27/2019,9:56:00
15840,C34T2,204,421903.4911,4771207.671,4/27/2019,9:57:00
15841,C34T2,214,421920.8525,4771223.91,4/27/2019,9:58:00
15842,C34T2,211,421945.9996,4771223.4,4/27/2019,9:59:00
15843,C34T2,209,421975.205,4771214.736,4/27/2019,10:00:00
15844,C34T2,208,422004.896,4771212.953,4/27/2019,10:01:00
15845,C34T2,215,422011.8309,4771207.21,4/27/2019,10:02:00
15846,C34T2,224,422028.9991,4771213.677,4/27/2019,10:03:00
15847,C34T2,224.94,422034.6463,4771230.606,4/27/2019,10:04:00
15848,C34T2,225,422034.0829,4771231.168,4/27/2019,10:04:00
15849,C34T2,226,422033.7612,4771231.505,4/27/2019,10:04:00
15850,C34T2,233,422037.0848,4771251.681,4/27/2019,10:05:00
15851,C34T2,243,422059.2523,4771246.874,4/27/2019,10:06:00
15852,C34T2,245,422075.6255,4771255.017,4/27/2019,10:07:00
15853,C34T2,253,422075.7337,4771250.24,4/27/2019,10:10:00
15854,C34T2,240,422083.2766,4771240.713,4/27/2019,10:11:00
15855,C34T2,238,422108.1429,4771201.334,4/27/2019,10:12:00
15856,C34T2,237,422117.7578,4771187.896,4/27/2019,10:13:00
15857,C34T2,240,422117.2587,4771201.23,4/27/2019,10:14:00
15858,C34T2,243.48,422121.8543,4771211.618,4/27/2019,10:14:00
15859,C34T2,243,422120.8865,4771212.406,4/27/2019,10:14:00
15860,C34T2,246,422127.0414,4771216.779,4/27/2019,10:15:00
15861,C34T2,257,422151.418,4771212.946,4/27/2019,10:16:00
15862,C34T2,258,422150.3549,4771212.514,4/27/2019,10:17:00
15863,C34T2,250,422134.2475,4771206.256,4/27/2019,10:18:00
15864,C34T2,260,422132.696,4771205.83,4/27/2019,10:20:00
15865,C34T2,249,422135.0294,4771210.579,4/27/2019,10:21:00
15866,C34T2,266,422150.0813,4771217.071,4/27/2019,10:22:00
15867,C34T2,269,422166.2722,4771230.659,4/27/2019,10:23:00
15868,C34T2,282,422171.5847,4771246.814,4/27/2019,10:24:00
15869,C34T2,279,422189.7188,4771259.49,4/27/2019,10:25:00
15870,C34T2,277,422192.1744,4771260.684,4/27/2019,10:28:00
15871,C34T2,270,422188.3326,4771259.284,4/27/2019,10:29:00
15872,C34T2,269,422187.7489,4771258.069,4/27/2019,10:31:00
15873,C34T2,277,422163.8424,4771274.557,4/27/2019,10:32:00
15874,C34T2,292,422167.0971,4771267.301,4/27/2019,10:33:00
15875,C34T2,286,422166.2081,4771267.866,4/27/2019,10:37:00
15876,C34T2,270,422143.4351,4771276.678,4/27/2019,10:38:00
15877,C34T2,270,422115.763,4771298.429,4/27/2019,10:39:00
15878,C34T2,268.23,422124.719,4771312.877,4/27/2019,10:39:00
15879,C34T2,269,422124.4748,4771312.88,4/27/2019,10:39:00
15880,C34T2,266,422123.8158,4771319.329,4/27/2019,10:40:00
15881,C34T2,261,422137.8534,4771336.828,4/27/2019,10:41:00
15882,C34T2,248,422151.5505,4771345.89,4/27/2019,10:42:00
15883,C34T2,248,422152.7612,4771344.988,4/27/2019,10:43:00
15884,C34T2,241.42,422141.2978,4771381.882,4/27/2019,10:44:00
15885,C34T2,242,422140.0845,4771382.562,4/27/2019,10:44:00
15668,C34T3,278.56,422398.9336,4771310.975,4/27/2019,7:08:00
15669,C34T3,276,422393.6812,4771314.367,4/27/2019,7:08:00
15670,C34T3,278,422397.157,4771312.217,4/27/2019,7:08:00
15671,C34T3,288,422425.033,4771279.691,4/27/2019,7:09:00
15672,C34T3,290,422474.0122,4771234.598,4/27/2019,7:10:00
15673,C34T3,299,422475.0614,4771233.808,4/27/2019,7:11:00
15674,C34T3,306,422473.5889,4771218.831,4/27/2019,7:12:00
15675,C34T3,312,422477.6433,4771203.125,4/27/2019,7:13:00
15676,C34T3,324,422489.2907,4771167.896,4/27/2019,7:14:00
15677,C34T3,331,422494.8902,4771166.389,4/27/2019,7:15:00
15678,C34T3,330,422496.6058,4771166.924,4/27/2019,7:16:00
15679,C34T3,333,422499.8508,4771158.78,4/27/2019,7:17:00
15680,C34T3,336.57,422491.2468,4771139.441,4/27/2019,7:18:00
15681,C34T3,337,422490.2,4771140.452,4/27/2019,7:18:00
15682,C34T3,334,422490.3628,4771140.451,4/27/2019,7:18:00
15683,C34T3,321,422486.8744,4771141.49,4/27/2019,7:19:00
15684,C34T3,330,422481.8445,4771142.991,4/27/2019,7:20:00
15685,C34T3,336,422475.7288,4771142.061,4/27/2019,7:21:00
15686,C34T3,341,422462.9353,4771126.546,4/27/2019,7:22:00
15687,C34T3,344,422447.3384,4771115.061,4/27/2019,7:23:00
15688,C34T3,322,422447.105,4771080.189,4/27/2019,7:24:00
15689,C34T3,323,422444.8021,4771063.778,4/27/2019,7:25:00
15690,C34T3,322,422435.57,4771039.337,4/27/2019,7:26:00
15691,C34T3,312,422414.7429,4771004.588,4/27/2019,7:27:00
15692,C34T3,315.83,422405.5037,4770972.373,4/27/2019,7:28:00
15693,C34T3,315,422405.6766,4770973.26,4/27/2019,7:28:00
15694,C34T3,315,422403.3319,4770967.511,4/27/2019,7:28:00
15695,C34T3,300,422398.7958,4770933.688,4/27/2019,7:29:00
15696,C34T3,301,422399.5618,4770929.458,4/27/2019,7:30:00
15697,C34T3,300,422410.4092,4770895.46,4/27/2019,7:31:00
15698,C34T3,303,422405.9797,4770863.857,4/27/2019,7:32:00
15699,C34T3,302,422417.6387,4770843.955,4/27/2019,7:33:00
15700,C34T3,306,422409.1919,4770824.17,4/27/2019,7:34:00
15701,C34T3,298,422410.9396,4770806.047,4/27/2019,7:35:00
15702,C34T3,295,422407.0736,4770802.536,4/27/2019,7:36:00
15703,C34T3,298,422396.8076,4770773.11,4/27/2019,7:37:00
15704,C34T3,295.11,422403.147,4770765.041,4/27/2019,7:38:00
15705,C34T3,296,422402.6687,4770765.935,4/27/2019,7:38:00
15706,C34T3,296,422402.6662,4770765.713,4/27/2019,7:38:00
15707,C34T3,293,422405.802,4770740.798,4/27/2019,7:39:00
15708,C34T3,281,422398.6825,4770665.91,4/27/2019,7:40:00
15709,C34T3,268,422399.0503,4770662.463,4/27/2019,7:41:00
15710,C34T3,270,422391.565,4770669.99,4/27/2019,7:42:00
15711,C34T3,276,422379.6154,4770678.677,4/27/2019,7:43:00
15712,C34T3,306,422347.9439,4770685.479,4/27/2019,7:44:00
15713,C34T3,314,422319.3628,4770677.697,4/27/2019,7:45:00
15714,C34T3,317,422301.5455,4770664.35,4/27/2019,7:46:00
15715,C34T3,320,422295.8798,4770660.083,4/27/2019,7:47:00
15716,C34T3,311.68,422297.1316,4770655.626,4/27/2019,7:48:00
15717,C34T3,314,422295.5226,4770657.31,4/27/2019,7:48:00
15718,C34T3,312,422295.8419,4770656.751,4/27/2019,7:48:00
15719,C34T3,314,422294.4417,4770655.323,4/27/2019,7:50:00
15720,C34T3,318,422291.1451,4770637.479,4/27/2019,7:51:00
15721,C34T3,319,422286.5056,4770616.096,4/27/2019,7:52:00
15722,C34T3,316,422269.543,4770599.185,4/27/2019,7:53:00
15723,C34T3,322,422264.0101,4770585.143,4/27/2019,7:54:00
15724,C34T3,322,422260.2255,4770560.196,4/27/2019,7:55:00
15725,C34T3,317,422258.9717,4770557.323,4/27/2019,7:56:00
15726,C34T3,311,422269.54,4770548.873,4/27/2019,7:57:00
15727,C34T3,311.68,422276.4426,4770525.915,4/27/2019,7:58:00
15728,C34T3,311,422275.1516,4770526.929,4/27/2019,7:58:00
15729,C34T3,312,422275.5368,4770510.709,4/27/2019,7:58:00
15730,C34T3,312,422277.2489,4770489.476,4/27/2019,7:59:00
